species,mtdna.length,cds.count.ncbi,trna.count.ncbi,rrna.count.ncbi,sum
Botrylloides leachii,14408,13,24,2,39
Grammistes sexlineatus,16502,13,22,2,37
Protosalanx hyalocranius,16693,13,22,2,37
Folsomotoma octooculata,15338,13,22,2,37
Mesocentrotus franciscanus,15649,13,22,2,37
Amolops mantzorum,17744,13,22,2,37
Junceella fragilis,18724,14,1,2,17
Trachinotus carolinus,16544,13,22,2,37
Draconetta xenica,16617,13,22,2,37
Solenostomus paradoxus,16425,13,22,2,37
Doryrhamphus japonicus,16568,13,22,2,37
Mulloidichthys vanicolensis,16563,13,22,2,37
Dactyloptena orientalis,16702,13,22,2,37
Fistularia petimba,16465,13,22,2,37
Phycodurus eques,16520,13,22,2,37
Parupeneus multifasciatus,16607,13,22,2,37
Neosynchiropus moyeri,16837,13,22,2,37
Callionymus enneactis,17171,13,22,2,37
Synchiropus splendidus,16430,13,22,2,37
Hoplolatilus cuniculus,16853,13,27,2,42
Takifugu flavidus,16449,13,22,2,37
Lithodes nintokuae,15731,13,21,2,36
Hypsiglena unaocularus,17211,13,22,2,37
Chrysocyon brachyurus,16760,13,22,2,37
Sypharochiton sinclairi,15028,13,22,2,37
Sypharochiton pelliserpentis,15048,13,22,2,37
Atractosteus tropicus,16280,13,22,2,37
Porites panamensis,18628,13,1,2,16
Pythonichthys microphthalmus,17042,13,22,2,37
Moringua microchir,15858,13,22,2,37
Simenchelys parasitica,16689,13,22,2,37
Coloconger cadenati,17755,13,22,2,37
Kaupichthys hyoproroides,16662,13,22,2,37
Nessorhamphus ingolfianus,17782,13,22,2,37
Cyema atrum,16868,13,21,2,36
Rhinomuraena quaesita,16566,13,22,2,37
Derichthys serpentinus,17077,13,22,2,37
Anarchias sp. Ansp,16497,13,22,2,37
Muraenesox bagio,18247,13,22,2,37
Leptocephalus sp. 'type II larva' (Smith_ 1989),18037,13,23,2,38
Culter alburnus,16622,13,22,2,37
Congriscus sp. Tht2,17617,13,22,2,37
Kappaphycus striatus,25242,24,24,2,50
Nemichthys scolopaceus,17457,13,22,2,37
Marmota himalayana,16443,13,22,2,37
Repomucenus curvicornis,16406,13,22,2,37
Carcinoscorpius rotundicauda,15033,13,22,2,37
Sirthenea flavipes,15961,13,22,2,37
Phlebia radiata,156348,126,28,2,156
Attacus atlas,15282,13,22,2,37
Ficedula albicollis,16787,13,22,2,37
Brachyrhynchus hsiaoi,15250,13,22,2,37
Nesidiocoris tenuis,17544,13,22,2,37
Fusarium circinatum,67109,30,27,2,59
Diabrotica barberi,16366,13,22,2,37
Apolygus lucorum,14768,13,22,2,37
Lepus timidus,17755,13,22,2,37
Lepus townsendii,17732,13,22,2,37
Lepus granatensis,16916,13,22,2,37
Lepus americanus,17042,13,22,2,37
Pyropia fucicola,35035,31,23,2,56
Pyropia kanakaensis,39300,30,25,2,57
Pristiophorus japonicus,18430,13,22,2,37
Eremothecium gossypii FDAG1,23497,8,23,2,33
Aspergillus nidulans FGSC A4,33227,20,28,2,50
Rhazya stricta,548608,46,20,3,69
Batis maritima,403930,112,20,3,135
Pericrocotus ethologus,16935,13,22,2,37
Lepus coreanus,17472,13,22,2,37
Samariscus latus,18706,13,24,2,39
Peirates arcuatus,16176,13,22,2,37
Lamna ditropis,16699,13,22,2,37
Nanorana taihangnica,17412,13,22,2,37
Barbonymus schwanefeldii,16576,13,22,2,37
Squatina japonica,16689,13,22,2,37
Chanodichthys recurviceps,16622,13,22,2,37
Hemibagrus wyckioides,16525,13,22,2,37
Pseudobagrus emarginatus,16534,13,22,2,37
Ceryle rudis,17355,13,22,2,37
Argiope bruennichi,14063,13,21,2,36
Maruca testulalis,15110,13,22,2,37
Carcharhinus melanopterus,16706,13,22,2,37
Aseraggodes kobensis,16944,13,22,2,37
Telamonia vlijmi,14601,13,22,2,37
Ptychidio jordani,16602,13,22,2,37
Gramastacus lacus,15764,13,22,2,37
Athyma selenophora,15200,13,22,2,37
Athyma kasa,15230,13,22,2,37
Athyma cama,15269,13,22,2,37
Euthalia irrubescens,15365,13,22,2,37
Athyma perius,15277,13,22,2,37
Athyma sinope,15257,13,22,2,37
Lexias dirtea,15250,13,22,2,37
Dophla evelina,15320,13,22,2,37
Neptis soma,15130,13,22,2,37
Pantoporia hordonia,15603,13,22,2,37
Yoma sabina,15330,13,22,2,37
Abrota ganga,15356,13,22,2,37
Parasarpa dudu,15236,13,22,2,37
Melanitis phedima,15142,13,22,2,37
Junonia almana,15256,13,22,2,37
Polyura arja,15363,13,22,2,37
Dichorragia nesimachus,15355,13,22,2,37
Athyma asura,15181,13,22,2,37
Neope pulaha,15209,13,22,2,37
Parantica sita,15211,13,22,2,37
Bhagadatta austenia,15615,13,22,2,37
Euploea core,15192,13,22,2,37
Argynnis childreni,15131,13,22,2,37
Tanaecia julii,15316,13,22,2,37
Parthenos sylvia,15249,13,22,2,37
Athyma opalina,15240,13,22,2,37
Neptis philyra,15164,13,22,2,37
Ypthima akragas,15227,13,22,2,37
Megalobrama skolkovii,16620,13,22,2,37
Rhinogobio typus,16608,13,22,2,37
Napialus hunanensis,15301,13,22,2,37
Leptobrachium boringii,17085,13,23,2,38
Ideopsis similis,15200,13,22,2,37
Paracanthobrama guichenoti,16607,13,22,2,37
Siniperca roulei,16504,13,22,2,37
Siniperca undulata,16499,13,22,2,37
Pareuchiloglanis sinensis,16593,13,22,2,37
Ashtoret lunaris,15807,13,22,2,37
Gadopsis marmoratus,16407,13,22,2,37
Myomenippe fornasinii,15658,13,22,2,37
Thalamita crenata,15787,13,22,2,37
Triops australiensis,15125,13,22,2,37
Thenus orientalis,16826,13,23,2,38
Engaeus sericatus,17350,13,22,2,37
Engaeus quadrimanus,17321,13,22,2,37
Beauveria bassiana ARSEF 2860,2575,0,0,0,0
Beauveria bassiana ARSEF 2860,1283,0,0,0,0
Ilyoplax deschampsi,15460,13,22,2,37
Sargassum horneri,34606,37,25,3,65
Sargassum muticum,34720,37,25,3,65
Wildemania schizophylla,29156,26,23,2,51
Katharina tunicata,15532,13,22,2,37
Sargassum fusiforme,34696,37,25,3,65
Chlorella sorokiniana,52528,33,25,3,61
Bracteacoccus aerius,47158,17,24,6,47
Bracteacoccus minor,45175,21,24,6,51
Chlorotetraedron incus,38406,16,24,6,46
Chromochloris zofingiensis,44840,17,24,6,47
Mychonastes homosphaera,25149,13,23,6,42
Neochloris aquatica,38021,15,24,6,45
Ourococcus multisporus,49705,20,22,6,48
Pseudomuriella schumacherensis,43134,16,26,6,48
Crocodylus rhombifer,16795,13,22,2,37
Emberiza cioides,16765,13,22,2,37
Amphibalanus amphitrite,15683,13,22,2,37
Striatobalanus amaryllis,15064,13,22,2,37
Hemibarbus medius,16614,13,22,2,37
Leuciscus baicalensis,16606,13,22,2,37
Trachypithecus pileatus,16526,13,22,2,37
Hippocampus ingens,16526,13,22,2,37
Planiliza haematocheilus,16822,13,22,2,37
Danaus chrysippus,15236,13,22,2,37
Pavo cristatus,16686,13,22,2,37
Sinogastromyzon sichangensis,16567,13,22,2,37
Lista haraldusalis,15213,13,22,2,37
Hippocampus barbouri,16526,13,22,2,37
Ptychobarbus dipogon,16787,13,22,2,37
Myodes glareolus,16353,13,22,2,37
Sinosuthora webbiana,16960,13,22,2,37
Rhinogobio cylindricus,16610,13,22,2,37
Euprepiophis perlacea,17160,13,22,2,37
Microhyla pulchra,16744,13,22,2,37
Rana kunyuensis,22255,13,22,2,37
Sebastes oblongus,16396,13,22,2,37
Melanargia asiatica,15142,13,22,2,37
Triphysa phryne,15143,13,22,2,37
Turdus hortulorum,16759,13,22,2,37
Ianthocincla cineracea,17800,13,22,2,37
Lyrurus tetrix,16677,13,22,2,37
Decapterus maruadsi,16541,13,22,2,37
Aprasia parapulchella,16528,13,22,2,37
Vespertilio sinensis,16971,13,22,2,37
Lycodon rufozonatus,17188,13,22,2,37
Squalidus gracilis,16605,13,22,2,37
Haliotis laevigata,16545,13,22,2,37
Anourosorex squamipes,17121,13,22,2,37
Atrophaneura alcinous,15266,13,22,2,37
Tanakia lanceolata,16607,13,22,2,37
Nandinia binotata,17103,13,22,2,37
Genetta servalina,16938,13,22,2,37
Prionodon pardicolor,16718,13,22,2,37
Pteroplatytrygon violacea,17665,13,22,2,37
Apodemia mormo,15262,13,22,2,37
Lutjanus johnii,16596,13,22,2,37
Xenophysogobio boulengeri,16607,13,22,2,37
Ixobrychus flavicollis,17016,13,22,2,37
Plestiodon elegans,17304,13,22,2,37
Paratrioza sinica,14863,13,22,2,37
Discogobio tetrabarbatus,16596,13,22,2,37
Platax teira,16561,13,22,2,37
Aphis gossypii,15869,13,22,2,37
Salvelinus curilus,16654,13,22,2,37
Pomacea canaliculata,15707,13,22,2,37
Plectorhinchus cinctus,16523,13,22,2,37
Pseudogyrinocheilus prochilus,16595,13,22,2,37
Taenia regis,13489,12,22,2,36
Taenia arctos,13650,12,22,2,36
Taenia crocutae,13711,12,22,2,36
Cricetulus kamensis,16270,13,22,2,37
Amaurornis phoenicurus,17213,13,22,2,37
Tachybaptus ruficollis,16688,13,22,2,37
Aythya fuligula,16616,13,22,2,37
Carcharhinus plumbeus,16706,13,22,2,37
Triplophysa anterodorsalis,16567,13,22,2,37
Jinshaia sinensis,16567,13,22,2,37
Pavoraja nitida,16760,13,22,2,37
Tribolium audax,15925,13,22,2,37
Lissachatina fulica,15057,13,22,2,37
Aythya ferina,16616,13,22,2,37
Odorrana margaretae,17903,13,22,2,37
Suncus murinus,17240,13,22,2,37
Tirumala limniace,15285,13,22,2,37
Jinshaia abbreviata,16567,13,22,2,37
Corvus splendens,16926,13,22,2,37
Lepturichthys fimbriata,16567,13,22,2,37
Solea ovata,16782,13,22,2,37
Triplophysa siluroides,16574,13,22,2,37
Phrynocephalus putjatai,16283,13,22,2,37
Ptilopachus petrosus,16773,13,22,2,37
Crax daubentoni,16684,13,22,2,37
Crax rubra,16666,13,22,2,37
Caloperdix oculeus,16488,13,22,2,37
Colinus virginianus,16702,13,22,2,37
Schizothorax chongi,16584,13,22,2,37
Megalobrama amblycephala x Ancherythroculter nigrocauda,16621,13,22,2,37
Callimico goeldii,16523,13,22,2,37
Chiropotes israelita,16670,13,22,2,37
Cheracebus lugens,16689,13,22,2,37
Anas acuta,16599,13,22,2,37
Charybdis feriata,15660,13,22,2,37
Ladislavia taczanowskii,16613,13,22,2,37
Megabalanus ajax,15510,13,22,2,37
Sancassania berlesei,14273,13,22,2,37
Nematodirus spathiger,13519,12,22,2,36
Nematodirus oiratianus,13765,12,22,2,36
Culter alburnus x Ancherythroculter nigrocauda,16621,13,22,2,37
Carterocephalus silvicola,15765,13,22,2,37
Choaspes benjaminii,15300,13,22,2,37
Daimio tethys,15350,13,22,2,37
Lobocla bifasciata,15366,13,22,2,37
Potanthus flavus,15267,13,22,2,37
Paraglypturus tonganus (nomen nudum),15924,13,22,2,37
Monochamus alternatus,15874,13,22,2,37
Ridgeia piscesae,15002,13,22,2,37
Phrynocephalus versicolor,16429,13,23,2,38
Parafilaroides normani,13414,12,22,2,36
Dysmicohermes ingens,16271,13,22,2,37
Zootermopsis nevadensis,15444,13,22,2,37
Chelodina longicollis,16647,13,22,2,37
Tetrastemma olgarum,14580,13,22,2,37
Glyptothorax sinensis,16531,13,22,2,37
Henicorhina leucosticta,16727,13,22,2,37
Brachymystax tumensis,16836,13,22,2,37
Psoroptes ovis,14247,13,22,2,37
Mionectes oleagineus,17023,13,22,2,37
Sitobion avenae,15180,13,22,2,37
Phylloscopus inornatus,16875,13,22,2,37
Parnassius apollo,15404,13,22,2,37
Metzia longinasus,16614,13,22,2,37
Pycnonotus melanicterus,17011,13,22,2,37
Mytilus coruscus,16642,12,23,2,37
Paraneetroplus synspilus x Amphilophus citrinellus,16541,13,22,2,37
Cottus dzungaricus,16527,13,22,2,37
Anopheles cruzii,15449,13,22,2,37
Heliconius pachinus,15369,13,22,2,37
Papilio polytes,15256,13,22,2,37
Elaphe bimaculata,17183,13,22,2,37
Heliconius hecale,15338,13,22,2,37
Pterois miles,16497,13,22,2,37
Sylvirana guentheri,19053,13,22,2,37
Chanodichthys erythropterus,16629,13,22,2,37
Tadorna tadorna,16604,13,22,2,37
Anabas testudineus,16603,13,22,2,37
Macropodus ocellatus,16501,13,22,2,37
Paragyrodactylus variegatus,14517,12,22,2,36
Capsicum annuum,511530,193,25,3,221
Uropsilus sp. 1 FT-2014,16530,13,23,2,38
Papio anubis,16516,13,22,2,37
Carassius auratus ssp. 'Pingxiang',16576,13,22,2,37
Neopyropia yezoensis,41688,32,27,2,61
Phyllodactylus unctus,16881,13,22,2,37
Cephalopholis boenak,16771,13,22,2,37
Pseudobagrus brevicaudatus,16533,13,22,2,37
Pseudobagrus truncatus,16533,13,22,2,37
Hyattella sinuosa,16422,14,2,2,18
Megachasma pelagios,16694,13,22,2,37
Alopias superciliosus,16719,13,22,2,37
Emberiza spodocephala,16796,13,22,2,37
Schizothorax richardsonii,16592,13,22,2,37
Epinephelus quoyans,16797,13,22,2,37
Microphysogobio alticorpus,16568,13,22,2,37
Psenopsis anomala,16509,13,22,2,37
Epinephelus epistictus,16920,13,22,2,37
Onychostoma alticorpus,16607,13,22,2,37
Rhizomys pruinosus,16575,13,22,2,37
Epinephelus trimaculatus,16761,13,22,2,37
Cromileptes altivelis,16497,13,22,2,37
Heterodontus zebra,16720,13,22,2,37
Spinibarbus denticulatus,16549,13,22,2,37
Ischnura pumilio,15250,13,22,2,37
Psenes pellucidus,16572,13,22,2,37
Parahucho perryi,16651,13,22,2,37
Martes martes,16486,13,22,2,37
Mustela altaica,16521,13,22,2,37
Pangasianodon hypophthalmus,16522,13,22,2,37
Palinurellus wieneckii,15699,13,22,2,37
Pachygrapsus crassipes,15652,13,22,2,37
Tor putitora,16576,13,22,2,37
Elophila interruptalis,15351,13,22,2,37
Acipenser schrenckii,16684,13,22,2,37
Acrossocheilus monticola,16599,13,22,2,37
Protobothrops dabieshanensis,17193,13,22,2,37
Parabramis pekinensis,16622,13,22,2,37
Agrotis segetum,15378,13,22,2,37
Romanogobio tenuicorpus,16600,13,22,2,37
Sargassum hemiphyllum,34686,37,25,3,65
Carcharhinus macloti,16701,13,22,2,37
Regulus calendula,16859,13,22,2,37
Poecile atricapillus,16765,13,22,2,37
Chirostoma humboldtianum,16447,13,21,2,36
Siniperca obscura,16492,13,22,2,37
Gracilariopsis chorda,26534,26,23,2,51
Rhodymenia pseudopalmata,26166,24,20,2,46
Nectogale elegans,17460,13,22,2,37
Protaetia brevitarsis,20319,13,22,2,37
Sus verrucosus,16479,13,22,2,37
Loxechinus albus,15709,13,22,2,37
Neocaridina denticulata,15561,13,22,2,37
Emberiza rustica,16798,13,22,2,37
Emberiza rutila,16803,13,22,2,37
Cervaphis quercus,15272,13,22,2,37
Microphysogobio fukiensis,16600,13,22,2,37
Aliger gigas,15461,13,22,2,37
Alburnus istanbulensis,16612,13,22,2,37
Alburnus tarichi,16602,13,22,2,37
Hemicentrotus pulcherrimus,15705,13,22,2,37
Oesophagostomum asperum,13672,12,22,2,36
Oesophagostomum columbianum,13561,12,22,2,36
Eogystia hippophaecolus,15431,13,22,2,37
Contracaecum osculatum,13823,12,22,2,36
Leptobotia microphthalma,16512,13,22,2,37
Platysmacheilus exiguus,16604,13,22,2,37
Lichtheimia hongkongensis,31830,15,25,2,42
Sclerotinia borealis,203051,95,31,2,128
Petalonia fascia,38053,40,25,3,68
Scytosiphon lomentaria,36918,39,25,3,67
Fonticula alba,45189,7,29,0,36
Fonticula alba,17980,4,7,0,11
Fonticula alba,5828,3,1,0,4
Fonticula alba,10845,6,9,0,15
Netta rufina,16625,13,22,2,37
Passer montanus,16887,13,22,2,37
Gononemertes parasita,14742,13,22,2,37
Nemertopsis tetraclitophila,14597,13,22,2,37
Apocheima cinerarius,15722,13,22,2,37
Nymphes myrmeleonoides,15712,13,22,2,37
Myrmeleon immanis,15799,13,22,2,37
Schizothorax pseudoaksaiensis,16582,13,22,2,37
Elopichthys bambusa,16619,13,22,2,37
Petenia splendida,16518,13,22,2,37
Saurida umeyoshii,16546,13,22,2,37
Gnathopogon polytaenia,16594,13,22,2,37
Empoasca vitis,15154,13,22,2,37
Amphiprion frenatus,16774,13,22,2,37
Amphiprion perideraion,16579,13,22,2,37
Premnas biaculeatus,16914,13,22,2,37
Quasipaa yei,17072,13,23,2,38
Acrossocheilus kreyenbergii,16849,13,22,2,37
Percilia irwini,16621,13,22,2,37
Bostockia porosa,16477,13,22,2,37
Gadopsis bispinosus,16440,13,22,2,37
Macquaria ambigua,16502,13,22,2,37
Percalates novemaculeata,16497,13,22,2,37
Nannoperca variegata,16503,13,22,2,37
Howella brodiei,16518,13,22,2,37
Tilodon sexfasciatus,16509,13,22,2,37
Bidyanus bidyanus,16869,13,22,2,37
Musca domestica,16108,13,22,2,37
Scathophaga stercoraria,16223,13,22,2,37
Cirrhitichthys aprinus,17034,13,22,2,37
Cheilodactylus zonatus,16661,13,22,2,37
Sus celebensis,16481,13,22,2,37
Heliconius cydno,15367,13,22,2,37
Oedistoma iliolophus,16831,13,22,2,37
Vireo olivaceus,17295,13,22,2,37
Sitta carolinensis,16826,13,22,2,37
Turdus migratorius,16669,13,22,2,37
Malurus melanocephalus,15568,13,22,2,37
Tetranychus truncatus,13089,13,22,2,37
Phrynocephalus guinanensis,16279,13,22,2,37
Siniperca chuatsi x Siniperca scherzeri,16497,13,22,2,37
Plexippus paykulli,14316,13,22,2,37
Selenops bursarius,14272,13,22,2,37
Siniperca scherzeri x Siniperca chuatsi,16504,13,22,2,37
Schizopygopsis malacanthus,16677,13,22,2,37
Siganus canaliculatus,16492,13,22,2,37
Brachidontes exustus,16600,13,23,2,38
Parascaris univalens,13920,12,22,2,36
Rhodeus lighti,16677,13,22,2,37
Heteromycteris japonicus,17111,13,22,2,37
Anadara sativa,48161,12,41,2,55
Philometroides sanguineus,14378,12,22,2,36
Chlorocebus cynosuros,16334,13,22,2,37
Acrossocheilus stenotaeniatus,16594,13,22,2,37
Mastigeulota kiangsinensis,14029,13,22,2,37
Zapteryx exasperata,17310,13,22,2,37
Brycon orbignyanus,16800,13,22,2,37
Prochilodus lineatus,16699,13,22,2,37
Piaractus mesopotamicus,16722,13,22,2,37
Salminus brasiliensis,17721,13,22,2,37
Mustela nigripes,16556,13,22,2,37
Sinanodonta woodiana,16256,14,22,2,38
Zebrias zebrinus,16757,13,22,2,37
Macaca arctoides,16558,13,22,2,37
Macaca tonkeana,16560,13,22,2,37
Pardosa laura,14513,13,22,2,37
Oxyopes sertatus,14442,13,22,2,37
Channa asiatica,16550,13,22,2,37
Lernaea cyprinacea,14656,13,22,2,37
Cottus czerskii,16534,13,22,2,37
Aeolesthes oenochrous,15747,13,22,2,37
Tregellasia leucops,16759,13,22,2,37
Macaca silenus,16541,13,22,2,37
Glandirana tientaiensis,17681,13,22,2,37
Colpomenia peregrina,36025,38,25,3,66
Gloeochaete wittrockiana,36046,48,28,2,78
Aspergillus ustus,33007,18,30,2,50
Perca flavescens,16537,13,22,2,37
Pseudoxya diminuta,15541,13,22,2,37
Ardea cinerea,18703,13,23,2,38
Mus caroli,16313,13,22,2,37
Mus cervicolor,16304,13,22,2,37
Mus cookii,16307,13,22,2,37
Aporia intercostata,15144,13,22,2,37
Anthocharis bambusarum,15180,13,22,2,37
Elaphe taeniura,17183,13,22,2,37
Aquatica leii,16856,13,22,2,37
Tamias sibiricus,16558,13,22,2,37
Sorex cylindricauda,17191,13,22,2,37
Dicrocoelium chinensis,14917,12,22,2,36
Dicrocoelium dendriticum,14884,12,22,2,36
Neochauliodes rotundatus,15774,13,22,2,37
Neochauliodes fraternus,15768,13,22,2,37
Lasiopodomys mandarinus,16375,13,22,2,37
Scutopus ventrolineatus,14662,13,22,2,37
Ceracris versicolor,15616,13,22,2,37
Nipponocypris koreanus,16615,13,22,2,37
Mus fragilicauda,16312,13,22,2,37
Orthogonalys pulchella,17277,13,23,2,38
Pterois volitans,16500,13,22,2,37
Aphelenchoides besseyi,16216,12,22,2,36
Lepas australis,15502,13,22,2,37
Viverricula indica,16583,13,22,2,37
Metahomaloptera omeiensis,16558,13,22,2,37
Sillago indica,16647,13,22,2,37
Pseudacysta perseae,15850,13,22,2,37
Xenophysogobio nudicorpa,16616,13,22,2,37
Rhabdosargus sarba,16644,13,22,2,37
Ptychobarbus kaznakovi,16842,13,22,2,37
Eremias multiocellata,19385,13,22,2,37
Nibea coibor,16502,13,22,2,37
Myotis brandtii,17470,13,22,2,37
Hyla annectans,17973,13,22,2,37
Lepus sinensis,17438,13,22,2,37
Siniperca chuatsi x Siniperca knerii,16493,13,22,2,37
Tetrastes sewerzowi,16658,13,22,2,37
Discogobio yunnanensis,16602,13,22,2,37
Eremias vermiculata,19914,13,22,2,37
Homatula potanini,16569,13,22,2,37
Plutella xylostella,16014,13,22,2,37
Mictyris longicarpus,15548,13,22,2,37
Chrysomya pinguis,15838,13,23,2,38
Lissemys scutata,16512,13,22,2,37
Aeneolamia contigua,15613,13,22,2,37
Callitettix biformis,15222,13,22,2,37
Callitettix braconoides,15637,13,22,2,37
Beringraja pulchra,16907,13,22,2,37
Heliornis fulica,17009,13,22,2,37
Camaena cicatricosa,13843,13,22,2,37
Narcine entemedor,17081,13,22,2,37
Macaca fuscata,16565,13,22,2,37
Vanellus cinereus,17074,13,22,2,37
Tanakia limbata,16565,13,22,2,37
Mustela erminea,16471,13,22,2,37
Plectorhinchus lineatus,16548,13,22,2,37
Damithrax spinosissimus,15817,13,22,2,37
Thunnus atlanticus,16528,13,22,2,37
Scolopax rusticola,16984,13,22,2,37
Macrotermes natalensis,16325,13,22,2,37
Hamadryas epinome,15207,13,22,2,37
Ichthyomyzon unicuspis,16163,13,22,2,37
Oreochromis esculentus,16622,13,22,2,37
Larus crassirostris,16746,13,22,2,37
Oxytate striatipes,14407,13,22,2,37
Angaracris barabensis,15930,13,22,2,37
Neomys fodiens,17260,13,22,2,37
Gloydius intermedius,17226,13,22,2,37
Ageneiogarra imberba,16600,13,22,2,37
Bos mutus,16322,13,22,2,37
Eulimnogammarus vittatus,15534,13,23,2,38
Megalaspis cordyla,16566,13,22,2,37
Alectis ciliaris,16570,13,22,2,37
Reticulitermes chinensis,15925,13,22,2,37
Myotis davidii,17531,13,22,2,37
Tyspanodes hypsalis,15329,13,22,2,37
Loxops coccineus,15589,13,21,2,36
Haemorhous cassinii,16812,13,22,2,37
Coccothraustes coccothraustes,16823,13,22,2,37
Leucosticte arctoa,16801,13,22,2,37
Bucanetes mongolicus,16811,13,22,2,37
Melamprosops phaeosoma,16840,13,22,2,37
Cardinalis cardinalis,16779,13,22,2,37
Vestiaria coccinea,16830,13,22,2,37
Crithagra dorsostriata,16804,13,22,2,37
Magumma parva,16833,13,22,2,37
Loxia curvirostra,16805,13,22,2,37
Hemignathus stejnegeri,16832,13,22,2,37
Pyrrhula pyrrhula,16831,13,22,2,37
Spinus psaltria,16812,13,22,2,37
Oreomystis bairdi,16833,13,22,2,37
Pseudonestor xanthophrys,16830,13,22,2,37
Platysmacheilus nudiventris,16603,13,22,2,37
Triplophysa robusta,16570,13,22,2,37
Araneus ventricosus,14617,13,22,2,37
Panopea generosa,15585,13,22,2,37
Panopea globosa,15469,13,22,2,37
Vanellus vanellus,16795,13,22,2,37
Phrynocephalus helioscopus,16249,13,22,2,37
Phrynocephalus grumgrzimailoi,16301,13,22,2,37
Elaphe davidi,17117,13,22,2,37
Carangoides equula,16588,13,22,2,37
Cerion incanum,15177,13,22,2,37
Ochetobius elongatus,16613,13,22,2,37
Tenuibranchiurus glypticus,17342,13,22,2,37
Coregonus ussuriensis,16737,13,22,2,37
Chroicocephalus ridibundus,16807,13,22,2,37
Diptychus maculatus,16895,13,22,2,37
Caenorhabditis tropicalis,13874,12,22,2,36
Hydrobasileus croceus,15088,13,22,2,37
Neptis clinia,15189,13,22,2,37
Ctenoplusia limbirena,15306,13,22,2,37
Rhodopsona rubiginosa,15248,13,22,2,37
Mycalesis mineus,15267,13,22,2,37
Dendrolimus spectabilis,15411,13,22,2,37
Nomophila noctuella,15309,13,22,2,37
Aphelasterias japonica,16215,12,22,2,36
Smutsia temminckii,16559,13,22,2,37
Procypris mera,16581,13,22,2,37
Choerodon schoenleinii,16504,13,22,2,37
Scapanulus oweni,16826,13,22,2,37
Sphyrna zygaena,16731,13,22,2,37
Clupeonella cultriventris,16650,13,22,2,37
Abidama producta,15277,13,22,2,37
Sundasalanx sp. Chao Phraya,16748,13,22,2,37
Rhodeus sericeus,16581,13,22,2,37
Sorex tundrensis,17444,13,23,2,38
Squatina formosa,16690,13,22,2,37
Cricetulus longicaudatus,16302,13,22,2,37
Ulomoides dermestoides,15434,13,22,2,37
Marisa cornuarietis,15923,13,22,2,37
Poecillastra laminaris,18413,14,24,2,40
Rasbora trilineata,16747,13,22,2,37
